step_ms,forward_ms,backward_ms,optimizer_ms,gpu_mem_alloc_MB,gpu_mem_reserved_MB,gpu_mem_max_MB,proc_cpu_percent,sys_cpu_percent,ram_used_MB,ram_percent
240.597813,65.795517,117.850178,56.306698,5070.91455078125,7974.0,7309.55615234375,103.3,0.5,14330.30859375,2.8
240.572052,66.798613,116.271713,56.870777,5070.91455078125,7974.0,7309.55615234375,95.1,0.5,14330.5546875,2.8
239.884441,64.533137,117.845888,56.886786,5070.91455078125,7974.0,7309.55615234375,99.5,0.6,14330.0625,2.8
242.403612,67.410812,117.621405,56.747664,5070.91455078125,7974.0,7309.55615234375,102.6,0.5,14330.0625,2.8
237.812079,64.159971,116.593598,56.418729,5070.91455078125,7974.0,7309.55615234375,104.6,0.5,14330.30859375,2.8
236.218723,64.558998,114.084098,56.947608,5070.91455078125,7974.0,7309.55615234375,96.8,0.7,14332.27734375,2.8
239.685989,66.160343,116.451256,56.439671,5070.91455078125,7974.0,7309.55615234375,99.6,0.5,14332.27734375,2.8
241.610348,67.027277,117.343039,56.604652,5070.91455078125,7974.0,7309.55615234375,102.9,0.5,14332.27734375,2.8
239.915102,65.625584,116.661549,56.977428,5070.91455078125,7974.0,7309.55615234375,99.5,0.5,14332.5078125,2.8
241.094871,65.825237,117.640694,56.995259,5070.91455078125,7974.0,7309.55615234375,94.9,0.5,14328.5703125,2.8
240.118354,66.079432,116.630359,56.47616,5070.91455078125,7974.0,7309.55615234375,103.6,0.5,14328.56640625,2.8
240.370599,64.803251,118.401646,56.545011,5070.91455078125,7974.0,7309.55615234375,99.3,0.5,14328.53515625,2.8
236.386876,63.549472,115.653703,56.537121,5070.91455078125,7974.0,7309.55615234375,101.0,0.5,14328.78125,2.8
240.205317,63.890567,118.781902,56.905587,5070.91455078125,7974.0,7309.55615234375,99.4,0.5,14329.02734375,2.8
241.497587,67.191379,117.004114,56.644553,5070.91455078125,7974.0,7309.55615234375,98.9,0.5,14329.02734375,2.8
240.578442,66.691241,116.451716,56.794175,5070.91455078125,7974.0,7309.55615234375,99.2,0.5,14329.02734375,2.8
241.526107,66.411557,117.824488,56.657553,5070.91455078125,7974.0,7309.55615234375,103.0,0.5,14329.02734375,2.8
240.266378,66.896715,116.361435,56.375419,5070.91455078125,7974.0,7309.55615234375,99.4,0.5,14329.2734375,2.8
241.783591,66.651371,117.9629,56.543532,5070.91455078125,7974.0,7309.55615234375,102.9,0.6,14329.2734375,2.8
239.932062,65.9535,117.033375,56.325228,5070.91455078125,7974.0,7309.55615234375,95.4,0.5,14329.2734375,2.8
241.174413,65.621335,118.038421,56.875737,5070.91455078125,7974.0,7309.55615234375,103.1,0.6,14329.26953125,2.8
240.383229,65.998941,117.390941,56.362879,5070.91455078125,7974.0,7309.55615234375,99.3,0.5,14329.515625,2.8
241.164811,65.008174,118.741762,56.783334,5070.91455078125,7974.0,7309.55615234375,99.0,0.5,14329.515625,2.8
236.628941,63.600953,115.642793,56.750284,5070.91455078125,7974.0,7309.55615234375,100.9,0.5,14329.515625,2.8
240.764495,66.231234,117.286749,56.609972,5070.91455078125,7974.0,7309.55615234375,99.2,0.5,14329.72265625,2.8
241.372325,67.116988,117.026135,56.590832,5070.91455078125,7974.0,7309.55615234375,103.0,0.6,14329.72265625,2.8
240.942048,66.810143,116.834401,56.676534,5070.91455078125,7974.0,7309.55615234375,99.1,0.5,14329.72265625,2.8
240.390759,65.9248,117.513352,56.324968,5070.91455078125,7974.0,7309.55615234375,99.3,0.5,14329.72265625,2.8
240.846997,66.976406,116.67765,56.573262,5070.91455078125,7974.0,7309.55615234375,99.1,0.5,14329.72265625,2.8
